"Sample Collection Date","Site Name","County","PCR Pathogen Target","PCR Gene Target","Normalized Pathogen Concentration (gene copies/person/day)","Date/Time Updated"
2023-12-18 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",80176849.4593817,2024-04-10 09:07:19
2023-12-22 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",359866841.106467,2024-04-10 09:07:19
2023-12-29 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",334675405.729454,2024-04-10 09:07:19
2024-01-05 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",133634134.42879,2024-04-10 09:07:19
2024-01-08 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-01-12 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",150028992.911992,2024-04-10 09:07:19
2024-01-19 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",107259533.738573,2024-04-10 09:07:19
2024-01-22 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",133634134.42879,2024-04-10 09:07:19
2024-01-26 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-01-29 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-02-02 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-02-05 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-02-09 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-02-12 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",79464015.0531639,2024-04-10 09:07:19
2024-02-16 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-02-23 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-02-26 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-03-01 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-03-04 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-03-08 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-03-11 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-03-15 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-03-18 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-03-22 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-03-25 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-03-29 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-04-01 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-04-05 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-08-21 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-08-25 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",38127577.8679125,2024-04-10 09:07:19
2023-08-28 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-09-01 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-09-08 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-09-11 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-09-15 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-09-18 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-09-22 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-09-25 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-09-29 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-10-02 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-10-06 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-10-09 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-10-13 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-10-16 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-10-20 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-10-23 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-10-27 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-10-30 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-11-03 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-11-06 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-11-13 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-11-17 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-11-20 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-11-27 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-12-01 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",102696328.387398,2024-04-10 09:07:19
2023-12-04 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-12-08 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-12-11 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-12-15 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-12-18 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",36538928.7900828,2024-04-10 09:07:19
2023-12-22 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",37598028.1753026,2024-04-10 09:07:19
2023-12-29 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",91294367.005946,2024-04-10 09:07:19
2024-01-05 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",82285970.2350908,2024-04-10 09:07:19
2024-01-08 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2024-01-12 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",39186677.2531323,2024-04-10 09:07:19
2024-01-19 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2024-01-22 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2024-01-26 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2024-01-29 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2024-02-02 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2024-02-05 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2024-02-09 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2024-02-12 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2024-02-16 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2024-02-23 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2024-02-26 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2024-03-01 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2024-03-04 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2024-03-08 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2024-03-11 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2024-03-15 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2024-03-18 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2024-03-22 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2024-03-25 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2024-03-29 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2024-04-01 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2024-04-05 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","FLUBV","InfB",0,2024-04-10 09:07:19
2023-08-21 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-08-25 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-08-28 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-09-01 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-09-08 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-09-11 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-09-15 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-09-18 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-09-22 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-09-25 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-09-29 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-10-02 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-10-06 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-10-09 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-10-13 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-10-16 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-10-20 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-10-23 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-10-27 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-10-30 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-11-03 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-11-06 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-11-13 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-11-17 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-11-20 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-11-27 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-12-01 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",92383726.3736006,2024-04-10 09:07:19
2023-12-04 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",239904166.741744,2024-04-10 09:07:19
2023-12-08 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-12-11 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",32302531.2492036,2024-04-10 09:07:19
2023-12-15 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-12-18 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",89781367.8842034,2024-04-10 09:07:19
2023-12-22 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-12-29 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",151874851.840518,2024-04-10 09:07:19
2024-01-05 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",442152811.341558,2024-04-10 09:07:19
2024-01-08 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",88685956.5200618,2024-04-10 09:07:19
2024-01-12 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",182050106.324552,2024-04-10 09:07:19
2024-01-19 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",246316257.019689,2024-04-10 09:07:19
2024-01-22 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",37598028.1753026,2024-04-10 09:07:19
2024-01-26 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2024-01-29 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2024-02-02 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2024-02-05 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",144051699.243659,2024-04-10 09:07:19
2024-02-09 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2024-02-12 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",152305693.470425,2024-04-10 09:07:19
2024-02-16 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2024-02-23 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",82637058.6552929,2024-04-10 09:07:19
2024-02-26 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2024-03-01 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2024-03-04 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2024-03-08 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2024-03-11 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2024-03-15 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2024-03-18 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2024-03-22 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2024-03-25 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",34950279.7122531,2024-04-10 09:07:19
2024-03-29 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2024-04-01 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2024-04-05 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-08-21 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",429280214.813773,2024-04-10 09:07:19
2023-08-25 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",1190234045.09946,2024-04-10 09:07:19
2023-08-28 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",778801167.925765,2024-04-10 09:07:19
2023-09-01 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",1266946126.57005,2024-04-10 09:07:19
2023-09-08 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",979912037.186029,2024-04-10 09:07:19
2023-09-11 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",1202026360.25432,2024-04-10 09:07:19
2023-09-15 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",2743581827.42065,2024-04-10 09:07:19
2023-09-18 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",920363417.752486,2024-04-10 09:07:19
2023-09-22 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",1648727246.95584,2024-04-10 09:07:19
2023-09-25 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",1638528128.95417,2024-04-10 09:07:19
2023-09-29 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",1018584294.73777,2024-04-10 09:07:19
2023-10-02 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",1183026117.28348,2024-04-10 09:07:19
2023-10-06 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",1807247190.93905,2024-04-10 09:07:19
2023-10-09 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",1185017224.12769,2024-04-10 09:07:19
2023-10-13 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",1359329852.94365,2024-04-10 09:07:19
2023-10-16 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",591376888.720783,2024-04-10 09:07:19
2023-10-20 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",1266731280.69477,2024-04-10 09:07:19
2023-10-23 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",1222672746.26962,2024-04-10 09:07:19
2023-10-27 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",874422712.419894,2024-04-10 09:07:19
2023-10-30 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",469368639.543464,2024-04-10 09:07:19
2023-11-03 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",1358551896.02924,2024-04-10 09:07:19
2023-11-06 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",2119313617.79044,2024-04-10 09:07:19
2023-11-13 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",1757086089.54429,2024-04-10 09:07:19
2023-11-17 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",605656538.119811,2024-04-10 09:07:19
2023-11-20 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",936243856.534295,2024-04-10 09:07:19
2023-11-27 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",1301070308.76183,2024-04-10 09:07:19
2023-12-01 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",1605328380.14778,2024-04-10 09:07:19
2023-12-04 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",1031859349.03194,2024-04-10 09:07:19
2023-12-08 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",1911607818.36037,2024-04-10 09:07:19
2023-12-11 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",910193037.656132,2024-04-10 09:07:19
2023-12-15 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",545063985.604244,2024-04-10 09:07:19
2023-12-18 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",1254851211.59084,2024-04-10 09:07:19
2023-12-22 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",3568589988.52443,2024-04-10 09:07:19
2023-12-29 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",3787339401.54597,2024-04-10 09:07:19
2024-01-05 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",4069180877.94418,2024-04-10 09:07:19
2024-01-08 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",1036658582.24611,2024-04-10 09:07:19
2024-01-12 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",1869316466.90942,2024-04-10 09:07:19
2024-01-19 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",2306415861.18436,2024-04-10 09:07:19
2024-01-22 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",1586636788.99777,2024-04-10 09:07:19
2024-01-26 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",1682406607.40583,2024-04-10 09:07:19
2024-01-29 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",791782700.390316,2024-04-10 09:07:19
2024-02-02 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",333343966.502321,2024-04-10 09:07:19
2024-02-05 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",1725431064.42523,2024-04-10 09:07:19
2024-02-09 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",1292387960.27572,2024-04-10 09:07:19
2024-02-12 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",1402042120.75027,2024-04-10 09:07:19
2024-02-16 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",1890040630.15757,2024-04-10 09:07:19
2024-02-23 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",1688636871.50132,2024-04-10 09:07:19
2024-02-26 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",484408062.633462,2024-04-10 09:07:19
2024-03-01 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",37068478.4826927,2024-04-10 09:07:19
2024-03-04 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",110034374.127849,2024-04-10 09:07:19
2024-03-08 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",206037194.400658,2024-04-10 09:07:19
2024-03-11 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",265646333.799071,2024-04-10 09:07:19
2024-03-15 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",359651995.23118,2024-04-10 09:07:19
2024-03-18 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",399422690.145305,2024-04-10 09:07:19
2024-03-22 00:00:00,"Spokane County Regional Water Reclamation Facility","Spokane","sars-cov-2","n",520229618.019961,2024-04-10 09:07:19
