"Sample Collection Date","Site Name","County","PCR Pathogen Target","PCR Gene Target","Normalized Pathogen Concentration (gene copies/person/day)","Date/Time Updated"
2023-11-16 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",2193638655.95683,2024-04-10 09:07:19
2023-11-28 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",1555851333.46268,2024-04-10 09:07:19
2023-11-30 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",830798785.812264,2024-04-10 09:07:19
2023-12-05 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",1766830512.6977,2024-04-10 09:07:19
2023-12-07 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",2667587140.52508,2024-04-10 09:07:19
2023-12-12 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",1284671648.82694,2024-04-10 09:07:19
2023-12-14 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",330597107.000833,2024-04-10 09:07:19
2023-12-19 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",2261579465.62607,2024-04-10 09:07:19
2023-12-21 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",1156098000.60395,2024-04-10 09:07:19
2023-12-26 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",1309053495.1356,2024-04-10 09:07:19
2023-12-28 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",3664554128.97292,2024-04-10 09:07:19
2024-01-02 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",2794002501.17227,2024-04-10 09:07:19
2024-01-04 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",5176554220.01797,2024-04-10 09:07:19
2024-01-09 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",2138397548.20248,2024-04-10 09:07:19
2024-01-11 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",1870404856.68816,2024-04-10 09:07:19
2024-01-16 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",1813078861.90331,2024-04-10 09:07:19
2024-01-18 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",1363843032.82594,2024-04-10 09:07:19
2024-01-23 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",1017668719.8433,2024-04-10 09:07:19
2024-01-25 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",457275450.297204,2024-04-10 09:07:19
2024-01-30 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",225685563.099279,2024-04-10 09:07:19
2024-02-01 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",502794673.656565,2024-04-10 09:07:19
2024-02-06 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",2989034215.49992,2024-04-10 09:07:19
2024-02-08 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",5687858295.0406,2024-04-10 09:07:19
2024-02-13 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",1829275921.27359,2024-04-10 09:07:19
2024-02-15 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",1521883194.83002,2024-04-10 09:07:19
2024-02-20 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",3255621968.77839,2024-04-10 09:07:19
2024-02-22 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",3089535232.11494,2024-04-10 09:07:19
2024-02-27 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",815232830.139044,2024-04-10 09:07:19
2024-02-29 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",2275031696.73162,2024-04-10 09:07:19
2024-03-05 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",183942404.611652,2024-04-10 09:07:19
2024-03-07 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",477376849.311525,2024-04-10 09:07:19
2024-03-12 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",600200772.513302,2024-04-10 09:07:19
2024-03-14 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",235639256.963767,2024-04-10 09:07:19
2024-03-19 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",465316479.095884,2024-04-10 09:07:19
2024-03-21 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",175101401.831075,2024-04-10 09:07:19
2024-03-26 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",256919034.075176,2024-04-10 09:07:19
2024-03-28 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",0,2024-04-10 09:07:19
2024-04-02 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",60062562.6730667,2024-04-10 09:07:19
2024-04-04 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n",0,2024-04-10 09:07:19
2023-04-11 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",1275797909.51576,2024-04-10 09:07:19
2023-04-13 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",2192087307.93731,2024-04-10 09:07:19
2023-04-18 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",712215704.154827,2024-04-10 09:07:19
2023-04-20 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",661472276.512301,2024-04-10 09:07:19
2023-04-25 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",857000922.478488,2024-04-10 09:07:19
2023-04-27 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",788759574.548673,2024-04-10 09:07:19
2023-05-02 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",586763068.559906,2024-04-10 09:07:19
2023-05-04 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",1977109689.83132,2024-04-10 09:07:19
2023-05-09 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",1748475052.91072,2024-04-10 09:07:19
2023-05-11 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",1058588960.81371,2024-04-10 09:07:19
2023-05-16 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",108111439.829142,2024-04-10 09:07:19
2023-05-18 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",737625596.323833,2024-04-10 09:07:19
2023-05-23 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",1030697778.78821,2024-04-10 09:07:19
2023-05-25 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",254253948.671467,2024-04-10 09:07:19
2023-05-30 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",263692044.525045,2024-04-10 09:07:19
2023-06-01 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",694384557.637836,2024-04-10 09:07:19
2023-06-06 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",920770842.580488,2024-04-10 09:07:19
2023-06-08 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",438319070.230328,2024-04-10 09:07:19
2023-06-15 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",342562842.171188,2024-04-10 09:07:19
2023-06-20 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",661754229.570887,2024-04-10 09:07:19
2023-06-22 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",681338811.611011,2024-04-10 09:07:19
2023-06-27 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",120134509.205159,2024-04-10 09:07:19
2023-06-29 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",891903499.458774,2024-04-10 09:07:19
2023-07-04 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",138505759.211712,2024-04-10 09:07:19
2023-07-06 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",284502197.02768,2024-04-10 09:07:19
2023-07-11 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",988186849.3769,2024-04-10 09:07:19
2023-07-13 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",917594215.104336,2024-04-10 09:07:19
2023-07-18 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",1143280469.09024,2024-04-10 09:07:19
2023-07-20 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",4923396279.80584,2024-04-10 09:07:19
2023-07-25 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",1410417436.4124,2024-04-10 09:07:19
2023-07-27 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",2408085314.67469,2024-04-10 09:07:19
2023-08-01 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",924415321.116059,2024-04-10 09:07:19
2023-08-03 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",2071745311.75606,2024-04-10 09:07:19
2023-08-08 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",1516818411.75485,2024-04-10 09:07:19
2023-08-10 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",2146366644.79521,2024-04-10 09:07:19
2023-08-15 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",1038192134.45763,2024-04-10 09:07:19
2023-08-17 00:00:00,"City of Lynden WWTP","Whatcom","sars-cov-2","n1",2192077148.97153,2024-04-10 09:07:19
2023-08-21 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-08-25 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-08-28 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-09-01 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-09-08 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-09-11 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-09-15 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-09-19 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-09-22 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-09-25 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-09-29 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-10-02 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-10-06 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-10-09 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-10-13 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-10-16 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-10-20 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-10-23 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-10-27 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-10-30 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-11-03 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-11-06 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-11-13 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-11-17 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-11-20 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-11-27 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-12-01 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-12-04 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",54857488.9547484,2024-04-10 09:07:19
2023-12-08 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-12-11 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-12-15 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-12-18 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-12-22 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",124116038.659145,2024-04-10 09:07:19
2023-12-29 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-01-05 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-01-08 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",242496482.433516,2024-04-10 09:07:19
2024-01-12 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",374117211.802284,2024-04-10 09:07:19
2024-01-19 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",567740094.316681,2024-04-10 09:07:19
2024-01-22 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",86631381.0721026,2024-04-10 09:07:19
2024-01-26 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-01-29 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-02-02 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-02-05 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-02-09 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",309459942.224698,2024-04-10 09:07:19
2024-02-12 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-02-16 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-02-23 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-02-26 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-03-01 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-03-04 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-03-08 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-03-11 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-03-15 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-03-18 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",59474208.3222272,2024-04-10 09:07:19
2024-03-22 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-03-25 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-03-29 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-04-01 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2024-04-05 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUAV","InfA1 and InfA2 combined",0,2024-04-10 09:07:19
2023-08-21 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-08-25 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-08-28 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-09-01 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-09-08 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-09-11 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-09-15 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-09-19 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-09-22 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-09-25 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-09-29 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-10-02 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-10-06 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-10-09 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-10-13 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-10-16 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-10-20 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-10-23 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-10-27 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-10-30 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-11-03 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-11-06 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-11-13 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-11-17 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-11-20 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-11-27 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-12-01 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-12-04 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-12-08 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-12-11 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-12-15 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-12-18 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-12-22 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-12-29 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2024-01-05 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2024-01-08 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2024-01-12 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2024-01-19 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2024-01-22 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2024-01-26 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2024-01-29 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2024-02-02 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2024-02-05 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2024-02-09 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2024-02-12 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2024-02-16 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2024-02-23 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2024-02-26 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2024-03-01 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2024-03-04 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2024-03-08 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2024-03-11 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2024-03-15 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2024-03-18 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2024-03-22 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2024-03-25 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2024-03-29 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2024-04-01 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2024-04-05 00:00:00,"Oak Harbor Clean Water Facility","Island","FLUBV","InfB",0,2024-04-10 09:07:19
2023-08-21 00:00:00,"Oak Harbor Clean Water Facility","Island","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-08-25 00:00:00,"Oak Harbor Clean Water Facility","Island","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-08-28 00:00:00,"Oak Harbor Clean Water Facility","Island","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-09-01 00:00:00,"Oak Harbor Clean Water Facility","Island","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-09-08 00:00:00,"Oak Harbor Clean Water Facility","Island","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-09-11 00:00:00,"Oak Harbor Clean Water Facility","Island","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-09-15 00:00:00,"Oak Harbor Clean Water Facility","Island","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-09-19 00:00:00,"Oak Harbor Clean Water Facility","Island","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-09-22 00:00:00,"Oak Harbor Clean Water Facility","Island","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-09-25 00:00:00,"Oak Harbor Clean Water Facility","Island","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-09-29 00:00:00,"Oak Harbor Clean Water Facility","Island","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-10-02 00:00:00,"Oak Harbor Clean Water Facility","Island","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-10-06 00:00:00,"Oak Harbor Clean Water Facility","Island","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-10-09 00:00:00,"Oak Harbor Clean Water Facility","Island","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-10-13 00:00:00,"Oak Harbor Clean Water Facility","Island","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-10-16 00:00:00,"Oak Harbor Clean Water Facility","Island","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-10-20 00:00:00,"Oak Harbor Clean Water Facility","Island","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-10-23 00:00:00,"Oak Harbor Clean Water Facility","Island","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-10-27 00:00:00,"Oak Harbor Clean Water Facility","Island","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-10-30 00:00:00,"Oak Harbor Clean Water Facility","Island","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-11-03 00:00:00,"Oak Harbor Clean Water Facility","Island","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-11-06 00:00:00,"Oak Harbor Clean Water Facility","Island","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-11-13 00:00:00,"Oak Harbor Clean Water Facility","Island","RSV","RSV-A and RSV-B combined",247660822.3099,2024-04-10 09:07:19
2023-11-17 00:00:00,"Oak Harbor Clean Water Facility","Island","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-11-20 00:00:00,"Oak Harbor Clean Water Facility","Island","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
2023-11-27 00:00:00,"Oak Harbor Clean Water Facility","Island","RSV","RSV-A and RSV-B combined",0,2024-04-10 09:07:19
